id,name,content
americas-sweethearts-doi-co-vu-dallas-cowboys-phan-3,AMERICA'S SWEETHEARTS: Đội Cổ Vũ Dallas Cowboys (Phần 3),Theo chân đội cổ vũ Dallas Cowboys từ các buổi tuyển chọn đến trại tập huấn và mùa giải NFL khi họ theo đuổi ước mơ và giành lấy một suất đáng mơ ước trong đội.
americas-sweethearts-doi-co-vu-dallas-cowboys-phan-2,AMERICA'S SWEETHEARTS: Đội Cổ Vũ Dallas Cowboys (Phần 2),Theo chân đội cổ vũ Dallas Cowboys từ các buổi tuyển chọn đến trại tập huấn và mùa giải NFL khi họ theo đuổi ước mơ và giành lấy một suất đáng mơ ước trong đội.
americas-sweethearts-doi-co-vu-dallas-cowboys-phan-1,AMERICA'S SWEETHEARTS: Đội Cổ Vũ Dallas Cowboys (Phần 1),Theo chân đội cổ vũ Dallas Cowboys từ các buổi tuyển chọn đến trại tập huấn và mùa giải NFL khi họ theo đuổi ước mơ và giành lấy một suất đáng mơ ước trong đội.
bau-vat-troi-cho,Báu vật trời cho,"Khi cậu bé sáu tuổi trong một gia đình đơn thân vô tình tìm được “người cha trời cho” của mình. Hàng loạt bí mật và định mệnh trớ trêu bị lật mở, để rồi mỗi người phải tự hỏi: Điều gì mới thật sự là báu vật trời cho trong đời mình?"
chuyen-vui-dem-kinh-hoang,Chuyện Vui Đêm Kinh Hoàng,"Bác sĩ pháp y nữ Thẩm Nam Kiều cùng đội trưởng đội bảo vệ Vương Thiên Lượng điều tra vụ án &quot;hồn ma Hỷ Thần&quot;. Tuy nhiên, trong sương mù, họ tình cờ gặp phải những chiếc đèn lồng đỏ bay lơ lửng và vụ án bí ẩn về Hồng Cô Tử. Khi chuyện cũ dần được lật mở, tiếng khóc mỗi đêm càng lúc càng tiến gần. Nam Kiều dần phát hiện ra Hồng Cô Tử chưa chắc là quỷ, mà điều đáng sợ thật sự có lẽ từ đầu đến cuối vẫn luôn là con người."
van-tham-bat-tri-mong-tran-chien-truc-minh,Vân Thâm Bất Tri Mộng: Trận Chiến Trục Minh,"Hi Hòa, hay Vân Vọng Thư, là cái tên đã gắn liền với vô số bi kịch và ân oán ngay từ những ngày đầu của câu chuyện. Từng bị đẩy vào cảnh sống không bằng chết, mang theo nỗi hận sâu tận cốt tủy, nàng đã chấp nhận đánh đổi tất cả để truy tìm công đạo và khiến những kẻ đứng sau mọi đau khổ phải trả giá. Thế nhưng lần này, thử thách trước mắt còn lớn hơn những mối thù cá nhân năm xưa. Khi một cuộc phản loạn đẫm máu bùng phát, cục diện nhanh chóng vượt khỏi khả năng kiểm soát. Bị Ma tộc Khung Minh từng bước áp chế, Hi Hòa buộc phải lựa chọn một con đường khác, rời khỏi vòng xoáy hiện tại để truy tìm Đồ Ma Thần Kiếm, bảo vật được lưu truyền với sức mạnh đủ để xoay chuyển thời cuộc. Nhưng thần binh ấy cũng giống như một lưỡi kiếm hai mặt. Nó có thể trở thành chìa khóa để hóa giải căn nguyên của tai họa đang lan rộng, song đồng thời cũng là mục tiêu mà vô số thế lực khao khát chiếm đoạt. Càng tiến sâu vào hành trình, Hi Hòa càng nhận ra rằng điều đang chờ phía trước không chỉ là những hiểm nguy sinh tử, mà còn là một cuộc phong ba có thể cuốn cả thiên hạ vào vòng tranh đoạt khốc liệt. Con đường tìm kiếm Đồ Ma Thần Kiếm vì thế không đơn thuần là hành trình cứu thế, mà còn là cuộc chiến với số phận giữa thời đại đầy biến động."
bi-an-thi-tran-widows-bay,Bí Ẩn Thị Trấn Widow's Bay,"Một thị trưởng ở một thị trấn thuộc New England muốn du lịch hóa nơi này, dù người dân địa phương cảnh báo hòn đảo bị nguyền rủa."
tai-sinh-nguoi-hung-cuoi-cung,Tái sinh: Người hùng cuối cùng,"Một ông trùm công nghệ kiêu ngạo bất ngờ chuyển sinh thành một anh thợ giặt ủi nghèo khó ở quá khứ. Tận dụng những kiến thức vượt thời đại từ tương lai, anh bắt đầu hành trình truy tìm kẻ đã sát hại mình, đồng thời từng bước tìm lại bản tính lương thiện đã mất. Giữa những toan tính trả thù và cuộc sống bình dị nơi tiệm giặt là, anh dần nhận ra những giá trị chân thực của tình người mà khi còn ở đỉnh cao quyền lực anh đã vô tình lãng quên."
nhiem-vu-gia-dinh-yozakura-phan-2-yozakurasan-chi-no-daisakusen,Nhiệm Vụ: Gia Đình Yozakura (Phần 2) (Yozakura-san Chi no Daisakusen),"Taiyo Asano trở nên đơn độc kể từ sau khi cha mẹ qua đời, và người duy nhất thực sự quan tâm đến cậu là cô bạn thân thuở nhỏ kiêm bạn cùng lớp, Mutsumi Yozakura. Thế nhưng, Mutsumi đang nắm giữ một bí mật động trời—cô chính là người đứng đầu của một gia tộc điệp viên lừng lẫy! Chưa dừng lại ở đó, anh trai của cô là Kyoichiro lại là một kẻ bảo vệ em gái quá mức đến mức nguy hiểm. Để ngăn Kyoichiro sát hại mình, Taiyo và Mutsumi buộc phải thực hiện một bước ngoặt không tưởng: kết hôn! Bởi lẽ, trong gia tộc Yozakura, các thành viên trong gia đình tuyệt đối không được phép tàn sát lẫn nhau."
kill-it-slay-toi-ben,Kill It: Slay Tới Bến,Cuộc chiến thời trang sống còn giữa những nhà sáng tạo dẫn đầu xu hướng của Hàn Quốc đã bắt đầu. Phong cách nào sẽ lên ngôi? Bộ cánh nào mới là slay nhất? Hãy tận mắt chiêm ngưỡng những &quot;dân chơi thời thượng&quot; bùng cháy trên sàn diễn.
su-huynh-a-su-huynh,Sư Huynh À Sư Huynh,"Lý Trường Thọ - một thanh niên mắc bệnh hiểm nghèo vô tình được tái sinh vào thời thượng cổ trước đại chiến phong thần, trở thành một Luyện khí sĩ. Vì để tu được trường sinh bất lão và sống yên thân nơi hồng hoang tàn khốc này mà hắn hành sự khiêm tốn, tính trước làm sau, trước giờ không bao giờ bước vào nơi nguy hiểm, giấu át chủ bài, tu độn thuật, luyện đan độc. Cho đến một hôm, sư phụ của hắn nhận một sư muội về cho hắn, Lý Trường Thọ vốn muốn khiêm tốn tu hành bị cuốn vào hiểm nguy"
kham-pha-huyen-bi,Khám Phá Huyền Bí,"Sau lần hợp tác đầy ăn ý trong “Sát thủ”, Lê Diệu Tường và Cung Gia Hân có dịp tái hợp trong tác phẩm mới của TVB - “Khám phá huyền bí”. Người ta thường nói “Vận mệnh nằm trong tay chính mình”. Thế nhưng, khi rơi vào hoàn cảnh khó khăn, bế tắc, nhiều người lại dễ tìm đến những điều mê tín, dị đoan như một điểm tựa tinh thần, để rồi không ít trường hợp bị lừa đến mức tán gia bại sản."
chiec-vong-ky-ao-lu-kinh-bo-loc,Chiếc Vòng Kỳ Ảo (Lự Kính / Bộ Lọc),"Một sản phẩm công nghệ mới mang tên “vòng tay filter” đã khiến cho cô gái bình thường Tô Tranh Tranh có năng lực thay đổi diện mạo. Nhờ đó, cô biến thành cô gái xinh đẹp &quot;Tô Diểu&quot;, nữ tiến sĩ thông minh &quot;Phương Cẩn&quot;, chàng trai điển trai như bước ra từ truyện tranh &quot;Toàn Thắng Đường&quot;. Việc này không những khiến cô tận hưởng niềm vui khi lật ngược tình thế mà cô còn giúp đỡ những người yếu thế, thực thi công lý. Cùng lúc đó, Đường Kỳ rung động trước sự dũng cảm của Tô Diểu, đồng điệu với tư duy của Phương Cẩn, tán thưởng sự rạng rỡ, đẹp trai của Toàn Thắng Đường. Để giữ bí mật, Tô Tranh Tranh buộc phải nói dối hết lần này đến lần khác, khiến Đường Kỳ liên tục đánh mất người mình yêu. Trải qua những cú sốc dồn dập, bệnh về mắt của Đường Kỳ ngày càng nghiêm trọng khiến Tô Tranh Tranh chột dạ và áy náy khôn nguôi."
cam-ket-thoa-man-tot-cung,Cam Kết Thỏa Mãn Tột Cùng,"Một bà mẹ vừa ly hôn bất ngờ rơi vào vòng xoáy nguy hiểm của tống tiền, án mạng và... bóng đá thiếu nhi."
tu-xuyen-phan-2,Tử Xuyên (Phần 2),"Để thanh minh cho sợ trong sạch của mình thì con người ta có thể dùng đến những lời nói, nhưng đôi khi thì lời nói không phải hoàn toàn có giá trị và đáng tin, mà cách thiết thực nhất chính là chứng minh bằng thực lực và cả hành động. Tử Xuyên Tú vì muốn bảo vệ gia tộc Tử Xuyên của mình mà không ngần ngại ra tay trừng trị kẻ phản gián, bán mình cho ma tộc. Và cũng kể từ đó, Tử Xuyên Tú nhận được sự đồng tình và giúp đỡ tuyệt đối của các trưởng lão ở Miếu Thánh tại vùng đất Viễn Đông, một bước trở thành thủ lĩnh mới thống lĩnh trăm vạn quân liên minh và cũng hiên ngang trở thành một vị vua mới và cái tên là Quang Minh Vương của vùng đất Viễn Đông bao la ấy."
suu-than-ky,Sưu Thần Ký,"Thần Nông Đế, người xứng đáng được tôn kính nhất trong thời loạn thế thì lại bất ngờ ngã xuống đầy uổn khúc. Đó là thời kỳ mà gian hùng nổi lên như nấm sau mưa, Kim, Mộc, Thủy, Hỏa, Thổ, các tộc người vừa trỗi dậy lại vừa đấu tranh, Hoàng Đế hay là Viêm Đế khi ấy cũng chỉ là cái tên. Thời đại man hoang của Trung Nguyên ấy tưởng chừng như sẽ kéo dài vô tận, chỉ đến khi một thanh niên Thác Bạt Dã xuất hiện, người mà đã may mắn nhận được truyền thừa của Thần Nông Đế trước lúc lâm chung, người mà sẽ đứng ra gánh vác những hành trình dang dở của ngài và tạo nên một câu chuyện đầy hùng tráng."
hut-thuoc-phia-sau-sieu-thi-cung-em-super-no-ura-de-yani-suu-futari,Hút Thuốc Phía Sau Siêu Thị Cùng Em (Super no Ura de Yani Suu Futari),"Gặp gỡ Sasaki, một nhân viên văn phòng trung niên làm việc quá sức. Ngày của anh chỉ toàn là những công việc nhàm chán, tẻ nhạt ở công ty. Hút thuốc giúp anh giảm bớt căng thẳng, nhưng ngoài ra, điểm sáng duy nhất trong ngày của anh là khi anh đến siêu thị gần đó và nhìn thấy khuôn mặt tươi cười của Yamada. Vì vậy, một buổi tối sau một ngày mệt mỏi nữa, anh đến siêu thị và phát hiện ra mình đã lỡ ca làm việc của Yamada. Chán nản, anh quyết định đi tìm khu vực hút thuốc nhưng lại không tìm thấy. Ngay khi anh chuẩn bị rời đi, một cô gái mặc áo khoác da kiểu biker tên là Tayama rủ anh đến một khu vực hút thuốc bí mật!"
eren-thuan-tay-trai,Eren Thuận Tay Trái,"Khi những năm tháng trung học đi được nửa chặng đường, Koichi Asakura — chàng trai mang ước mơ theo đuổi ngành thiết kế tại một trường nghệ thuật — đã bị chấn động mạnh trước những nét vẽ graffiti bùng nổ trên bức tường của một bảo tàng. Tác giả của chúng là Eren Yamagishi, một cô gái thuận tay trái vốn đã chôn vùi tài năng thiên bẩm của mình sau một biến cố trong quá khứ. Bị thu hút bởi nghệ thuật của nhau, Koichi quyết tâm theo đuổi con đường thiết kế trong khi Eren bắt đầu cầm cọ vẽ trở lại. Tuy nhiên, nỗi sợ hãi, tham vọng và những vết sẹo cũ bắt đầu đe dọa con đường mà họ đã chọn, buộc cả hai phải đối mặt với thực tế khốc liệt của đam mê."
mat-trang-2026,Mặt trăng,"Năm 1859. Khi một phụ nữ trẻ người Māori được triệu tập từ New Zealand đến North Yorkshire, cô phát hiện ra di sản thuộc địa kinh hoàng của mình và buộc phải đối đầu và tiêu diệt người đàn ông Anh quý tộc đã tàn phá gia đình cô."
vung-dat-troi-day,Vùng đất trỗi dậy,"Một người đàn ông bình thường bắt đầu chuyến hành trình lái xe về nhà kéo dài 19 tiếng, không hề hay biết mình đang bị hai tên tội phạm điên rồ truy đuổi. Khi phát hiện ra động cơ của chúng, chuyến đi của anh ta biến thành một cuộc chiến sinh tồn khốc liệt."
nha-quy-keo-cua-quy,Nhà Quỷ (Kẹo của Quỷ),Một họa sĩ đang gặp khó khăn về tài chính bị thế lực ma quỷ chiếm hữu sau khi anh và gia đình nhỏ của mình chuyển đến ngôi nhà mơ ước ở vùng nông thôn Texas.
diep-vien-so-0,Điệp Viên Số 0,"Phim theo chân một nữ đặc vụ bị chính tổ chức của mình bỏ rơi, buộc phải biến mất khỏi thế giới tình báo để bắt đầu cuộc sống mới. Nhưng quá khứ nguy hiểm nhanh chóng quay lại kéo cô vào vòng xoáy sinh tồn khốc liệt."
ke-san-moi-qua-den,Kẻ Săn Mồi (Quạ Đen),"Đây là một câu chuyện hư cấu về những ngày cuối đời của Edgar Allan Poe, trong đó nhà thơ đang truy đuổi một kẻ giết người hàng loạt mà những vụ giết người của hắn phản ánh những vụ án trong các truyện ngắn của nhà văn."
bhooth-bangla,Bhooth Bangla,"Bhooth Bangla là một bộ phim hài kinh dị sắp ra mắt do Akshay Kumar đóng chính và Priyadarshan đạo diễn. Sự hợp tác này đánh dấu sự tái hợp của họ sau 14 năm, kể từ khi từng hợp tác thành công trong các bộ phim như Hera Pheri và Bhool Bhulaiyaa. Dàn diễn viên bổ sung bao gồm Paresh Rawal, Rajpal Yadav và Asrani, đưa bộ ba huyền thoại trở lại với nhau. Phim được sản xuất bởi Balaji Telefilms và hợp tác với Cape of Good Films, dự kiến sẽ bắt đầu quay phim sớm."
karuppu,Karuppu,"Lấy bối cảnh văn hóa Jallikattu, cuộc đời của hai người đàn ông giao nhau - một người đến từ Chennai sở hữu chiếc xe máy Pulsar và người kia đến từ Madurai với một con bò đực tên là Karuppu."
xam-luoc,Xâm Lược,"Khi nước láng giềng Veragua bất ngờ tấn công Curaçao và Aruba, chính phủ Hà Lan hoàn toàn bị bất ngờ. Xung đột leo thang nhanh chóng. Ba tân binh hải quân trẻ tuổi phải tìm ra điều đúng đắn cần làm."
ca-vat-vang,Cà vạt vàng,"Cuộc đời phi thường của Sergiu Celibidache, từ thời thơ ấu ở Romania đến cuộc sống lưu vong để theo đuổi sự nghiệp âm nhạc, cuộc đấu tranh sinh tồn trong thời chiến ở Đức và sự thăng trầm rồi lại vươn lên của ông, trong một hành trình cuộc đời không thể tưởng tượng nổi."
nhan-cach,Nhân cách,"Trong một thế giới tương lai gần, một người đàn ông cô đơn, tàn tật mua một con robot bầu bạn để thoát khỏi sự cô lập, nhưng sự tự ti của bản thân và người anh trai ghen tị đe dọa cơ hội tìm thấy tình yêu của anh."
ustaad-bhagat-singh,Ustaad Bhagat Singh,"Một cậu bé thuộc bộ lạc được hình thành bởi những giá trị của người thầy, người đã đặt cho cậu cái tên &#39;Bhagat Singh&#39;. Cậu lớn lên với những chuẩn mực đạo đức vững chắc, dẫn dắt hành động của cậu suốt cuộc đời. Cậu kiên định chống lại bất công và đối đầu với những thế lực tà ác hùng mạnh, ngay cả khi phải đối mặt với những khó khăn tưởng chừng không thể vượt qua."
ca-truc-dinh-menh-ca-dem,Ca Trực Định Mệnh (Ca đêm),"Cô y tá tận tâm Floria xoay xở giữa nhịp độ không ngừng nghỉ của khoa phẫu thuật thiếu nhân lực tại bệnh viện với lòng nhân ái và sự ấm áp. Khi ca trực đêm trở nên căng thẳng, cô bị đẩy đến giới hạn trong cuộc chạy đua với thời gian."
phi-vu-bao-to,Phi Vụ Bão Tố,"Phim là cuộc chạm trán giữa tâm bão của hai sĩ quan cảnh sát với âm mưu táo tợn của một băng cướp. Giữa những tháng ngày chật vật vượt qua ký ức đau thương, chàng sĩ quan cảnh sát Cadeo được giao nhiệm vụ sơ tán khẩn cấp cư dân tại một khu chung cư giữa lòng Puerto Rico khi khi cơn bão lịch sử bất ngờ đổ bộ. Tại đây, Cadeo và cộng sự vô tình đụng độ băng cướp “máu lạnh” do John cầm đầu – kẻ sẵn sàng tàn sát để chiếm đoạt các tác phẩm nghệ thuật vô giá. Giữa tình thế ngàn cân treo sợi tóc, cơn bão nghiệt ngã còn đe dọa nhấn chìm cả toà nhà trong biển nước. Liệu sự liều lĩnh và lòng can đảm có giúp hai sĩ quan cảnh sát cùng những cư dân còn sót lại trong toà chung cư sống sót?"
quy-co-bala,Quý Cô Bala,"Sau cái chết của ba mẹ, Gloria (Gina Rodriguez) trở lại thành phố Tijuana cùng cô bạn thân Suzu. Trong lúc đang đi chơi tại một hộp đêm, cả hai vô tình chứng kiến cuộc xả súng tàn bạo của một băng đảng ma túy và đều bị chúng bắt giữ. Kẻ cầm đầu Lino yêu cầu Gloria phải góp sức trong việc tấn công một trụ sở của DEA (Lực lượng Chống Ma túy). Gloria vô tình kẹt giữa cuộc chiến đẫm máu giữa các băng nhóm Mexico. Tuy nhiên, cô nàng lại rơi vào tay phía Mỹ và buộc phải trở thành gián điệp để giúp họ bắt giữ Lino. Trở lại với băng đảng ma túy, Gloria trở thành người vận chuyển ma túy và tiền ra vào biên giới Mỹ – Mexico dựa vào vị thế cầu nối đặc biệt của vùng Tijuana."
leviathan,Leviathan,"Tại một thị trấn ven biển của Nga, Kolya buộc phải chống lại thị trưởng tham nhũng khi biết tin nhà mình sắp bị phá dỡ. Anh nhờ một người bạn luật sư giúp đỡ, nhưng sự xuất hiện của người bạn này lại mang đến thêm nhiều bất hạnh cho Kolya và gia đình anh."
chang-trai-tot-bung,Chàng Trai Tốt Bụng,"Một đầu bếp người Trung Quốc vô tình có quan hệ với một phóng viên tin tức, người đã quay một vụ mua bán ma túy đang diễn ra tồi tệ và hiện đang bị truy đuổi bởi các băng nhóm đang cố gắng lấy băng ghi hình."
cuoc-chien-tuong-lai,Cuộc Chiến Tương Lai,"Một người đàn ông của gia đình được soạn thảo để chiến đấu trong một cuộc chiến tương lai, nơi số phận của nhân loại dựa vào khả năng của anh ta để đối đầu với quá khứ."
chuyen-rung-ron-o-amityville,Chuyện Rùng Rợn Ở Amityville,"Bản làm lại dựng tóc gáy của bộ phim kinh dị đình đám năm 1979 này mô tả thử thách của gia tộc Lutz, ngôi nhà mới của họ có quá khứ đẫm máu và di sản của quỷ dữ. Chẳng bao lâu sau, người tộc trưởng của gia đình gặp ác mộng và con gái ông nhìn thấy những bóng ma."
hung-thu-bien-mat,Hung Thủ Biến Mất,Nhiều ngân hàng đã đóng cửa dẫn đến hệ quả ngày càng có nhiều người vô gia cư hay thất nghiệp trên đường phố. Một loạt các vụ tự tử kỳ lạ dường như ẩn chứa một bí mật nào đó.
doi-ta-ta-tu-mo,"Đời Ta, Ta Tự Mò","Khi vận may không còn mỉm cười, một người đàn ông tìm đến trường dạy mạt chược để học những kỹ năng cần thiết nhằm đánh bại kình địch và giành lại vận may của mình."
vung-san-moi,Vùng Săn Mồi,"Chloe Marvino là một người mẹ đơn thân, đang chạy trốn khỏi chồng cô – một gã có quan hệ mafia và đầy sức mạnh. Trong nỗ lực bảo vệ con cái, cô tìm đến một vùng rừng sâu và ẩn náu tại một cabin hoang vắng. Ở đó, Chloe gặp Jake – một người đàn ông lang thang, có quá khứ bí ẩn (là cựu lính đặc nhiệm). Ban đầu, anh dường như là người giúp đỡ cô. Nhưng khi những kẻ săn lùng do chồng cô cử đến ngày càng gần, Chloe mới phát hiện: chính Jake mới là mối nguy hiểm thực sự. Anh ta không chỉ đáng sợ hơn, mà còn nguy hiểm gấp bội cho cô và các con của cô so với những ai đang truy đuổi họ."
ngoi-nha-rung-ron-chuyen-rung-ron-o-amityville,Ngôi Nhà Rùng Rợn (Chuyện Rùng Rợn Ở Amityville),George Lutz và vợ Kathleen chuyển đến ngôi nhà mơ ước ở Long Island cùng các con chỉ để rồi cuộc sống của họ biến thành cơn ác mộng địa ngục. Di chứng của một vụ giết người trong nhà dần dần ảnh hưởng đến gia đình và một linh mục được đưa đến để cố gắng xua đuổi sự hiện diện của ma quỷ khỏi nhà của họ.
chap-va,Chắp vá,"Một bộ phim hài kinh dị đen tối đầy thú vị lấy cảm hứng từ Frankenstein, kể về một xác chết được hồi sinh từ các bộ phận cơ thể khâu lại của ba cô gái trẻ bị sát hại, quyết định dấn thân vào một cuộc hành trình đẫm máu để tìm kẻ giết họ và trả thù cho cái chết của họ!"
nang-lotita,Nàng Lotita,"Lolita 1997 được chuyển thể từ tác phẩm văn học cùng tên nổi tiếng của nhà văn Vladimir Nabokov, kể về mối tình bất thường và vĩ đại của giáo sư Humbert dành cho con riêng của vợ, Dolores Haze, hay còn gọi là Lolita. Tuy nhiên, ở một góc độ khác, nhiều khán giả nhận xét rằng Lolita phản ánh hiện tượng &quot;ấu dâm&quot;, những ám ảnh tình dục của một người đàn ông trung niên dành cho cô bé nhỏ tuổi hơn, ở bất cứ thời đại nào, hay bất cứ xã hội nào."
chuyen-phieu-luu-cua-jim-cuc-quan-lukas-va-dau-may-hoi-nuoc,Chuyến Phiêu Lưu Của Jim Cúc Quần Lukas Và Đầu Máy Hơi Nước,"Bộ phim Jim Button and Luke the Engine Driver kể về hành trình khám phá thế giới của cậu bé Jim và người bạn tốt nhất của cậu - người lái đầu máy xe lửa Luke sau khi rời khỏi hòn đảo Lummerland. Cuộc phiêu lưu này đưa hai người đến với biển cả, sa mạc, Mandala, thành phố rồng Frau Mahlzahn giải cứu công chúa và tìm về cội nguồn của Jim."
tro-choi-tham-sat-2008,Trò Chơi Thảm Sát,"Funny Games là một bộ phim kinh dị tâm lý kinh phí thấp được viết và đạo diễn bởi Michael Hanake. Cốt truyện xoay quanh hai gã đàn ông trẻ tuổi cô lập một gia đình giữa vùng đồi núi heo hút, đẩy họ vào trò chơi mèo vờn chuột."
tro-choi-tham-sat,Trò Chơi Thảm Sát,"Funny Games là một bộ phim kinh dị tâm lý kinh phí thấp được viết và đạo diễn bởi Michael Hanake. Cốt truyện xoay quanh hai gã đàn ông trẻ tuổi cô lập một gia đình giữa vùng đồi núi heo hút, đẩy họ vào trò chơi mèo vờn chuột."
san-dau-sinh-tu,Sàn Đấu Sinh Tử,"Cuộc gặp gỡ định mệnh của một nhân viên giám định bảo hiểm và một gã lông bông bán xà phòng trên chuyến bay đã mở ra một cuộc phiêu lưu kỳ lạ. Với các &quot;câu lạc bộ chiến đấu&quot; ngầm hình thành ở mọi thị trấn, cuốn theo nhiều diễn biến phức tạp và một cái kết đầy kịch tính."
dua-tre-thu-44,Đứa Trẻ Thứ 44,"Lấy bối cảnh ở Liên Xô thời Stalin, một sĩ quan KGB thất sủng được cử đi điều tra hàng loạt vụ giết trẻ em - vụ án bắt đầu liên quan đến lãnh đạo cấp cao nhất của đảng."
nguoi-yeu-nuoc,Người yêu nước,"Khi một chuyên gia phân tích DRW người Malayali cố gắng phơi bày hành vi sai trái liên quan đến phần mềm gián điệp của một chính trị gia địa phương tham nhũng tại Kerala, anh buộc phải bỏ trốn, trở thành một vlogger và tìm cách minh oan cho bản thân trước những cáo buộc sai lệch nhắm vào mình."
outlast-rung-nhiet-doi,Outlast: Rừng Nhiệt Đới,"Trên hòn đảo nhiệt đới hẻo lánh, 16 người chơi phải sống sót trong điều kiện khắc nghiệt, vượt qua đối thủ và duy trì tinh thần đồng đội để có cơ hội giành giải thưởng 1 triệu đô."
than-y-co-dai-o-thanh-pho,Thần Y Cổ Đại Ở Thành Phố,"Truyền nhân của thần y, Ngô Danh xuống núi để truy đuổi kẻ phản bội Quỷ Trần. Bằng tuyệt học gia truyền, anh đã cứu sống gia chủ nhà Dã Điền, khiến hai nàng thiên kim tiểu thư Trí Tử và Mỹ Đại Tử đem lòng ngưỡng mộ. Sau đó, anh lại dùng y thuật cùng tấm lòng nhân hậu chữa khỏi căn bệnh kỳ lạ của sếp tổng mạnh mẽ Tô Uyển, chiếm được cảm tình của cô. Cuối cùng, với sự hỗ trợ của các mỹ nhân, Ngô Danh đã tiêu diệt kẻ phản bội Quỷ Trần. Từ đó về sau, anh và các cô gái cùng đồng hành trên con đường hành y cứu người, cứu đời."
xoay-so-phan-2,Xoay Sở (Phần 2),"Lấy bối cảnh tại khu chăm sóc đặc biệt dành cho người già của một bệnh viện đang xuống cấp, <em>Getting On</em> theo chân những cô y tá luôn bị quá tải, cùng các bác sĩ và nhà quản lý luôn trong trạng thái lo âu, khi họ phải vật lộn với thực tế dở khóc dở cười, trần trụi nhưng cũng đầy lòng trắc ẩn của công việc chăm sóc người cao tuổi."
xoay-so-phan-1,Xoay Sở (Phần 1),"Lấy bối cảnh tại khu chăm sóc đặc biệt dành cho người già của một bệnh viện đang xuống cấp, <em>Getting On</em> theo chân những cô y tá luôn bị quá tải, cùng các bác sĩ và nhà quản lý luôn trong trạng thái lo âu, khi họ phải vật lộn với thực tế dở khóc dở cười, trần trụi nhưng cũng đầy lòng trắc ẩn của công việc chăm sóc người cao tuổi."
tu-trai-dat-den-mat-trang,Từ Trái Đất Đến Mặt Trăng,"Bộ phim tái hiện câu chuyện lịch sử về chương trình không gian của Hoa Kỳ, kéo dài từ những ngày đầu khởi sự đầy thách thức vào năm 1961 cho đến sứ mệnh chinh phục Mặt Trăng cuối cùng của con tàu Apollo vào năm 1972."
khai-sang-phan-2,Khai Sáng (Phần 2),"Sau một lần suy sụp tinh thần nghiêm trọng ngay trước mắt công chúng và trải qua một cuộc thức tỉnh triết lý sâu sắc trong thời gian ở trại cai nghiện/phục hồi chức năng, Amy quyết tâm quay trở lại để sắp xếp và vực dậy cuộc đời mình."
khai-sang-phan-1,Khai Sáng (Phần 1),"Sau một lần suy sụp tinh thần nghiêm trọng ngay trước mắt công chúng và trải qua một cuộc thức tỉnh triết lý sâu sắc trong thời gian ở trại cai nghiện/phục hồi chức năng, Amy quyết tâm quay trở lại để sắp xếp và vực dậy cuộc đời mình."
dieu-nhan-choi-mat,Diệu Nhãn (Chói Mắt),"Một cô gái thành thị sau biến cố gia đình phải trở về thị trấn nhỏ ven biển sinh sống. Tại đây cô gặp chàng trai địa phương có tính cách trái ngược mình, từ những va chạm ban đầu cả hai dần trở thành chỗ dựa của nhau trên hành trình trưởng thành và theo đuổi ước mơ."
ngay-he-cua-coo,Ngày Hè Của Coo,"Một chú Kappa nhỏ bé, đơn độc đã sống sót một cách kỳ diệu qua hơn 200 năm để đến với nước Nhật hiện đại, nơi cậu được cậu bé Koichi tìm thấy. Được gia đình Koichi bí mật nhận nuôi và đặt tên là Coo, chú Kappa cùng người bạn con người mới của mình bắt đầu hành trình tìm kiếm những vùng đất hoang sơ, chưa có dấu chân người, với hy vọng mong manh sẽ tìm lại được những đồng loại còn sống sót của mình.a"
thu-thach-than-tuong,Thử Thách Thần Tượng,"Thử Thách Thần Tượng - RUNNING MAN là một show truyền hình hài hước thực tế của Hàn Quốc, ra mắt từ năm 2010 nhưng cho đến nay vẫn là một trong những chương trình giải trí được yêu thích nhất tại xứ sở kim chi. Với RUNNING MAN, đảm bảo các bạn sẽ phải &quot;cười lăn cười bò&quot; vì sự hài hước của các thành viên cũng như những nhiệm vụ oái ăm mà họ phải chịu đựng trong suốt chương trình. Ngoài 8 thành viên chính của RUNNING MAN gồm: Yoo Jae Suk, Ji Suk Jin, Kim Jong Kook, Lee Kwang Soo, Haha, Song Ji Hyo, Yang Se Chan và Jeon So Min, khán giả sẽ có dịp gặp gỡ những ngôi sao giải trí hàng đầu khác của Hàn Quốc, thậm chí là những ngôi sao Quốc tế tham gia RUNNING MAN trong vai trò khách mời đặc biệt."
bo-vo-toi-la-mafia,Bố Vợ Tôi Là Mafia,Một người đàn ông không chút nghi ngờ bỗng phải tẩy trắng hình ảnh cho một gia tộc tội phạm quyền lực sau khi bị ép cưới con gái của ông trùm.
trang-trai-khung-long-phan-2,Trang Trại Khủng Long (Phần 2),"Dino Ranch theo chân những cuộc phiêu lưu đầy thú vị của gia đình Cassidy khi họ cùng nhau trải nghiệm cuộc sống trong một bối cảnh giả tưởng thời &quot;tiền viễn tây&quot; hoang dã, nơi các loài khủng long vẫn còn roam tự do trên mặt đất. Trong quá trình học hỏi các kỹ năng để trở thành những mục đồng thực thụ, các bạn nhỏ không chỉ khám phá ra niềm vui của cuộc sống trang trại mà còn được dấn thân vào thế giới tự nhiên bao la để vượt qua những thử thách bất ngờ."
